curriculum,curid,sylid,subjectCode,category,type,part,weight,completionCriteria,duration,clo,questionType,noQuestion,knowledgeSkill,gradingGuide,note,isSubComponent
BBA_IB_K19D20A,2446,11051,FIN308,Mid-term test,on-going,1,15.0%,>0,45'-60',"LO1, LO2, LO3, LO4, LO5",OP 1:Multiple choices or written questions.Marked by Computer or a suitable formatOP2 (For Constructivism Teach Approach only): Questions or Activities proposed by lecturer,"OP1:- Multiple choice: 20 to 40 questions;- Problem solving: 1-3 questions.OP2 (For Constructivism Teach Approach only):Follow lecturer's proposal""","- Integration of studied knowledge and skills of chapters assigned - Chap 1,11,12,13,14,15,16 and 17.","in class, by instructor",Instruction and schedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BBA_IB_K19D20A,2446,11051,FIN308,Final exam,Final exam,1,30.0%,4,60',All LOs,Multiple choicesMarked by Computer,50 multiple questions,"All topics, knowledge, skills covered in the classes","by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BBA_IB_K19D20A,2446,13718,LAW102,Class Participation,on-going,1,10.0%,>0,,,,No question,OP1: Students are asked to participate in class discussions and activities as well as answer questions from Lecturer or actively raise the questions. OP2: (For Constructivism Approach only): Follow lecturer's proposal,,,0
BBA_IB_K19D20A,2446,13718,LAW102,Essay Test,on-going,1,10.0%,>0,OP1: 60' in class; OP2: (For Constructivism Approach only): Follow lecturer's proposal,"CLO2, CLO3, CLO4",OP1: essays questions; OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: 3; OP2: OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: Length: 60 minutesStructure: 01 Short answer: law or ethics; and 01 Case study: law or ethics. Any plagiarism will be resulted in a failure of assignmentOP2: (For Constructivism Approach only): Follow lecturer's proposal,,,0
BBA_IB_K19D20A,2446,13718,LAW102,Group assignments,on-going,3,25.0%,>0,,"CLO2, CLO3, CLO5, CLO6",OP1: Presentation; OP2: (For Constructivism Approach only): Follow lecturer's proposal,,"OP1: Guideline: on session 1 Moot court: are held respectively on session: 28,29,30,31 (moot court 1); 40,41,42,43 (moot court 2); 54,55,56,57 (moot court 3). 1. Cases for Moot court: U.S case, assigned by Lecturer. 2. Preparation: Costume and Equipments are taken at Administrative Department and preserved by Students till the last moot court. 3. Groups: 06. Two groups will represent for DEFENDANT and PLAINTIFF respectively to work together on 01 moot court with 01 case. Each group comprises of 4 students at least. 4. Language: English mainly. 5. Participants in 01 moot court: all lawyers in 2 moot court-groups, 01 chairman of JURIES and 03 JUDGES (elected by Lecturer in non-moot court groups). 6. Steps to hold a moot court: 6.1. Arrangement of court room, get ready on gowns. 6.2. Plaintiff and Defendant present FACT of the case (play, video, ppt) 6.3. Juries and Judges make questions regarding the FACT. 6.4. Plaintiff and defendant making a debate regarding ISSUES of the case. Judges can make questions to clear down the argument. 6.5. After debate, Juries make questions regarding all the ISSUES. 6.6. Decision of Judges and Juries: Juries votes for the winner with ballot. Judges decides the stronger group. Judges and Chairman of Juries give the comment for weakness and strength of both sides. 6.7. Results: decided by Voting of Juries and Decision of Judges. If they are opposite to each other. The Lecturer will decide. Further guidance, please refer to INDIVIDUAL AND ASSIGNMENT GUIDELINE attached to Course Implementation Plan Submit report: as requested by the lecturer for every moot court OP2: (For Constructivism Approach only): Follow lecturer's proposal",,,0
BBA_IB_K19D20A,2446,13718,LAW102,Individual assignment,on-going,1,10.0%,>0,N/A,"CLO2, CLO3, CLO5, CLO6",OP1: Case study; OP2: (For Constructivism Approach only): Follow lecturer's proposal,0,OP1: Student will be asked to summary and comments on one Vietnamese /US case study: at or other relevant like website of the Vietnamese Supreme People's Court https://congbobanan.toaan.gov.vn or https://law.justia.com/cases/ of US cases). Guideline: on session 1. Register with lecturer on session 18 Summit final report: on session 37 Any plagiarism will be resulted in a failure of assignment OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: Content: a. Assignment information: · Title · Case number · Case date · Total word-count b. Main body: 1.1. Background of the case · Court · Plaintiff · Defendant · Short overview of the case 1.2. Issue and parties’ opinions · Plaintiff · Defendant 1.3. Holding of the court 1.4. Self - analysis and opinion (comparison if any) OP2: (For Constructivism Approach only): Follow lecturer's proposal,,0
BBA_IB_K19D20A,2446,13718,LAW102,TUTORIALS and Quiz(s),on-going,3,15.0%,>0,OP1: 20'; OP2: (For Constructivism Approach only): Follow lecturer's proposal,"CLO2, CLO3, CLO5, CLO6",OP1: MCQ; OP2: (For Constructivism Approach only): Follow lecturer's proposal,OP1: 15-20 for each quizz; OP2: (For Constructivism Approach only): Follow lecturer's proposal,"OP1: QUIZZES are carried out at the end of each Part, being in form of Multiple choice questions. Questions may be covered one or all Chapters within respective Part.OP2: (For Constructivism Approach only): Follow lecturer's proposal",,,0
BBA_IB_K19D20A,2446,13718,LAW102,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6",MCQsStructure: 50 US law,50,,,,0
BBA_IB_K19D20A,2446,10361,EXE201,Outcome 1,on- going,1,40.0%,>0,no-limit,CLO1,Product/service demonstration,1,,"- In class, by instructor - Students demonstrate the product/service to the class - Product/service should run well and be market- ready","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's demonstration for students.",0
BBA_IB_K19D20A,2446,10361,EXE201,Outcome 2,on- going,1,20.0%,>0,no-limit,CLO2,Presentation,1,,"- In class, by instructor - Students need to submit the required document, and do a presentation in class","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's presentation for students.",0
BBA_IB_K19D20A,2446,10361,EXE201,Outcome 3,on- going,1,40.0%,4,no-limit,"CLO3, CLO4",Reports,1,,"- In class, by instructor and mentor - Students need to submit the sales results along with all needed proof to the instructor - Students will present their result in class","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's presentation for students after graded.",0
BBA_IB_K19D20A,2446,11526,ECO203m,Class Participation,on-going,1,10.0%,>0,,,,,,Check attendance in the beginning of each class. Give incentive for students who participate in class's discussions,"Participation scores will be given based on students' class attendance, preparation, quantity as well as quality of participation in classroom; quality of participation is demonstrated through asking relevant questions, making statements that add to and facilitate class discussions, and building upon others’ comments",0
BBA_IB_K19D20A,2446,11526,ECO203m,Group Assignment,on-going,1,20.0%,>0,25' each group,"CLO2, CLO3, CLO4,CLO6",Presenting,,Chapter 1 - 19,"- In class, by instructor - The class will be divided into groups, each group of 4-6 students - The groups are assigned into random countries, each group will be presenting the opportunities and challenges that that countries will be facing in the world economy stage. - if time allowed, groups will try to convince other groups to negotiate and strike international trade deals","Instructor has resposibility to review the group's presentation for students after graded. Rubrics: '- quality of presenters, ppt and written report",0
BBA_IB_K19D20A,2446,11526,ECO203m,Progress Test 1,on-going,1,15.0%,,40',"CLO1, CLO2, CLO5",Essay test,3,Chapter 1 - 9,Exercise/essay questions: 3 short questions which can be divided into further sub-parts covering important issues (35 minutes),"The questions will cover the lectures, in-class activities, exercises, and required materials.",0
BBA_IB_K19D20A,2446,11526,ECO203m,Progress Test 2,on-going,1,15.0%,>0,40',"CLO1, CLO2, CLO5",Essay test,3,Chapter 10 - 16,Exercise/essay questions: 3 short questions which can be divided into further sub-parts covering important issues (35 minutes),"The questions will cover the lectures, in-class activities, exercises, and textbook materials.",0
BBA_IB_K19D20A,2446,11526,ECO203m,Quizz 1,on-going,1,5.0%,>0,20',"CLO1, CLO2, CLO5",MCQ,15,Chapter 1 - 6,15 multiple-choice questions,"The questions will cover the lectures, in-class activities, exercises, and required materials.",0
BBA_IB_K19D20A,2446,11526,ECO203m,Quizz 2,on-going,1,5.0%,>0,40',"CLO1, CLO2, CLO5",MCQ,15,Chapter 10 - 12,15 multiple-choice questions,"The questions will cover the lectures, in-class activities, exercises, and required materials.",0
BBA_IB_K19D20A,2446,11526,ECO203m,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5",MCQ,50,Chapter 1 - 19,"by exam board The questions will cover the lectures, in-class activities, exercises, and required materials.",,0
BBA_IB_K19D20A,2446,13303,MLN111,Assignment,on-going,2,40.0%,>0,Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra…Presentation with creative product, presentation, quiz…",Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"Ki?n th?c và k? nang trong ph?m vi chuong 2,3Cover chapter 2, 3","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra… (Gi?ng linh ho?t l?a ch?n hình th?c ki?m tra dánh giá phù h?p)Presentation with a creative product, presentation, quiz, etc. (the instructor may flexibly choose the appropriate form of assessment)","Sinh viên làm thuy?t trình và s?n ph?m sáng t?o, thuy?t trình, ho?c quiz tu? theo si s? l?p và di?u ki?n co s?Depending on class size and institutional conditions, students may be assessed through a presentation with a creative product, a presentation, or a quiz",0
BBA_IB_K19D20A,2446,13303,MLN111,Participation,on-going,1,10.0%,>0,,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8",Ð? xu?t c?a gi?ng viênTeachers' proposal,N/A,,Trong l?p h?cin class,Sinh viên v?ng không quá 20%Absent no more than 20% of class hours,0
BBA_IB_K19D20A,2446,13303,MLN111,Progress tests,on-going,1,20.0%,>0,20',"LO1, LO2, LO3, LO4, LO5, LO6, LO7","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",20- 25,"Ki?n th?c trong ph?m vi chuong 1, chuong 2 và 3.1 - 3.2 - 3.3 - 3.4Knowledge within the scope of Chapter 1, Chapter 2, and Sections 3.1 – 3.2 – 3.3 – 3.4.",Trong l?p h?cin class,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BBA_IB_K19D20A,2446,13303,MLN111,Final exam,Final exam,1,30.0%,4,60',"LO1, LO2, LO3, LO4, LO5, LO6, LO7","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",60,"T?t c? 3 chuong (chuong 1: 10 câu,chuong 2: 20 câu,chuong 3: 30 câu)All 3 chapters included (Chapter 1: 10 questions, chapter 2: 20 questions, chapter 3: 3 questions",Phòng Kh?o thí t? ch?cby Office of Assessment,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BBA_IB_K19D20A,2446,13304,MLN122,Assignment,on-going,2,40.0%,>0,Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra…Presentation with creative product, presentation, quiz…",Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"Ki?n th?c và k? nang trong ph?m vi chuong 2, 3, 4, 5, 6Cover chapter 2, 3, 4, 5, 6","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra… (Gi?ng viên linh ho?t l?a ch?n hình th?c ki?m tra dánh giá phù h?p)Presentation with a creative product, presentation, quiz, etc. (the instructor may flexibly choose the appropriate form of assessment)","Sinh viên làm thuy?t trình và s?n ph?m sáng t?o, thuy?t trình, ho?c quiz tu? theo si s? l?p và di?u ki?n co s?Depending on class size and institutional conditions, students may be assessed through a presentation with a creative product, a presentation, or a quiz",0
BBA_IB_K19D20A,2446,13304,MLN122,Participation,on-going,1,10.0%,>0,,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9",Ð? xu?t c?a gi?ng viênTeachers' proposal,N/A,,Trong l?p h?c,Sinh viên v?ng không quá 20%Absent no more than 20% of class hours,0
BBA_IB_K19D20A,2446,13304,MLN122,Progress tests,on-going,1,20.0%,>0,20',"LO2, LO3, LO4, LO6, LO7, LO8","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",20- 25,"Ki?n th?c trong ph?m vi chuong 2, 3, 4, 5Knowledge within the scope of Chapter 1, 2, 3, 4, 5",Trong l?p h?cin class,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BBA_IB_K19D20A,2446,13304,MLN122,Final exam,Final exam,1,30.0%,4,60',"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8","Câu h?i tr?c nghi?m d?ng dúng sai, câu h?i tr?c nghi?m d?ng nhi?u l?a ch?n.Yes-no questions, Multiple choice questions",60,"T?t c? 6 chuong (Chuong 1: 5 câu, chuong 2: 10 câu, chuong 3: 10 câu, chuong 4: 10 câu, chuong 5: 10 câu, chuong 6: 15 câu) All 6 chapters included (Chapter 1: 5 questions, chapter 2: 10 questions, chapter 3: 10 questions, chapter 4: 10 questions, chapter 5: 10 questions, chapter 6: 15 questions)",Phòng Kh?o thí t? ch?cby Office of Assessment,Sinh viên không du?c s? d?ng tài li?u. Students are not allowed to use materials.,0
BBA_IB_K19D20A,2446,12548,PMG201c,PE,Final exam,1,50.0%,4,120 phút,All LOs,,no info,All studied courses.,by Exam Board,Customized from the Assignment & Project Capstone of this specialization,0
BBA_IB_K19D20A,2446,12548,PMG201c,TE,Final exam,1,50.0%,4,60 phút,All LOs,Multiple choices. Marked by Computer or a suitable format,50,All studied courses. Each module of course contributes 3-5 questions.,by Exam Board,Customized from the quizzes of this specialization,0
BBA_IB_K19D20A,2446,12391,RMB301,Class Participation,on-going,1,15.0%,>0,,,OP1: Each student should make at least 1 individual presentation during the course in front of the class. OP2 (For Constructivism Approach only): Follow lecturer's proposal,,,,"Participation scores will be given based on students' class attendance, preparation, quantity as well as quality of participation in classroom; quality of participation is demonstrated through asking relevant questions, making statements that add to and facilitate class discussions, and building upon others’ comments. Class participation accounts for 15% of the final score.",0
